model,n_params,val_auc_mean,val_auc_std,test_auc_mean,test_auc_std,ndcg10_mean,ndcg10_std,mrr_mean,mrr_std,p10_mean,p10_std,tagcov_mean,tagcov_std,n_seeds
DTransformer,3775017,0.9535399999999999,0.0031698580409854557,0.9639599999999999,0.0013277801022759511,0.55888,0.008405771826548692,0.61238,0.008081584003151893,0.23228,0.003096288100290416,0.7518,0.03473953079706171,5
