model,n_params,val_auc_mean,val_auc_std,test_auc_mean,test_auc_std,ndcg10_mean,ndcg10_std,mrr_mean,mrr_std,p10_mean,p10_std,tagcov_mean,tagcov_std,n_seeds
SASRec,601129,0.94694,0.0013974977638622705,0.9609400000000001,0.0033470882868546956,0.54348,0.010236063696558368,0.6021,0.008305720919944276,0.22572,0.003737244974576861,0.6232800000000001,0.01896541589314617,5
